,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,real sallary,predicted sallary
3109,0.67,0.56,3,237,4,0,0,0,support,medium,medium
4855,0.92,0.62,4,196,3,0,0,0,support,medium,low
8027,0.86,0.79,3,106,6,1,0,0,sales,medium,medium
2241,0.96,1.0,5,162,3,0,0,0,accounting,low,low
5551,0.67,0.77,5,167,2,0,0,0,support,medium,low
7373,0.2,0.52,5,218,5,0,0,0,technical,medium,medium
2076,0.51,0.69,3,212,3,0,0,0,sales,low,low
4049,0.89,0.58,3,183,4,0,0,0,technical,medium,medium
14041,0.63,0.5,2,230,4,0,0,0,sales,medium,medium
4483,0.73,0.74,5,230,3,0,0,0,support,low,low
4687,0.86,0.72,4,178,2,0,0,0,hr,high,medium
6139,0.5,0.95,2,208,2,0,0,0,hr,low,medium
11390,0.49,0.6,4,264,2,1,0,0,product_mng,low,low
4482,0.51,0.67,4,228,3,0,0,0,support,low,low
1524,0.74,0.86,5,262,5,0,1,0,RandD,low,low
4194,0.59,0.9,3,146,3,0,0,0,RandD,medium,medium
1702,0.39,0.53,2,141,3,0,1,0,sales,medium,low
12192,0.74,0.91,4,232,5,0,1,0,technical,medium,low
5052,0.7,0.76,5,165,3,0,0,0,sales,medium,low
9297,0.9,0.58,3,264,3,0,0,0,IT,medium,medium
4889,0.57,0.68,4,154,3,1,0,0,management,medium,high
1783,0.43,0.53,2,136,3,0,1,0,sales,medium,low
6739,0.74,0.77,4,206,3,0,0,0,sales,low,low
661,0.39,0.46,2,136,3,0,1,0,support,medium,low
1826,0.1,0.86,6,247,4,0,1,0,IT,medium,low
2879,0.55,0.72,3,110,3,0,0,0,support,medium,low
10782,0.75,0.77,5,199,4,0,0,0,sales,medium,low
14140,0.82,0.76,3,219,8,1,0,0,IT,low,medium
3373,0.85,0.86,3,255,2,0,0,0,sales,low,low
13073,0.2,0.98,3,180,6,0,0,0,sales,medium,medium
5928,0.84,0.74,2,168,3,0,0,0,support,low,low
11117,0.45,0.55,4,206,2,0,0,0,sales,low,low
6719,0.37,0.41,2,146,2,0,0,0,support,medium,low
3522,0.74,0.89,3,160,2,0,0,0,sales,low,low
13596,0.67,0.67,4,141,2,1,0,0,sales,low,low
4552,0.51,0.91,4,269,5,0,0,1,support,medium,medium
8190,0.42,0.5,5,286,4,0,0,0,sales,high,medium
8874,0.59,0.99,5,254,3,1,0,0,sales,low,low
6623,0.52,0.66,5,184,3,0,0,0,IT,low,low
1763,0.72,1.0,5,234,5,0,1,0,marketing,low,low
13516,0.97,0.62,6,118,2,0,0,0,accounting,low,low
5619,0.7,0.88,4,191,3,1,0,0,support,low,low
394,0.42,0.56,2,133,3,0,1,0,sales,low,low
4933,0.96,0.93,4,260,3,0,0,0,support,medium,low
7100,0.66,0.65,3,234,2,0,0,0,marketing,medium,low
5043,0.49,0.76,3,257,2,1,0,0,marketing,medium,low
1572,0.39,0.48,2,154,3,0,1,0,technical,low,low
3619,0.99,0.49,4,270,2,0,0,0,hr,low,medium
790,0.23,0.99,4,204,4,1,1,0,accounting,low,low
6336,0.49,0.78,3,264,4,0,0,0,accounting,low,medium
8096,0.96,1.0,3,137,4,1,0,0,marketing,low,medium
14459,0.87,0.91,4,228,5,0,1,0,sales,low,low
12370,0.37,0.45,2,142,3,0,1,0,IT,low,low
9984,0.66,0.48,3,203,4,1,0,0,management,low,high
3855,0.7,0.56,5,208,3,0,0,0,technical,medium,low
8445,0.7,0.8,5,245,4,0,0,0,support,high,low
4949,0.76,0.89,4,181,3,0,0,0,IT,low,low
14271,0.85,0.91,5,226,5,0,1,0,management,medium,low
7186,0.75,0.61,5,173,4,0,0,0,sales,low,medium
14239,0.41,0.46,2,128,3,0,1,0,accounting,low,low
3791,0.69,0.69,4,167,3,1,0,0,support,low,low
6685,0.83,0.86,4,139,3,0,0,0,support,medium,low
11689,0.51,0.76,4,140,3,0,0,0,support,low,low
11036,0.3,0.58,2,189,4,1,0,0,accounting,low,medium
8737,0.74,0.87,3,155,3,0,0,0,technical,medium,low
5779,0.56,0.64,5,241,3,1,0,0,support,medium,low
8638,0.58,0.69,3,252,3,0,0,0,sales,low,low
5527,0.61,0.61,4,239,2,0,0,1,hr,high,medium
2788,0.16,0.97,6,235,3,0,0,0,technical,low,low
10911,0.81,0.62,4,153,4,0,0,0,RandD,low,medium
8511,1.0,0.6,4,261,3,0,0,0,technical,low,low
7265,0.99,0.79,4,172,2,0,0,0,sales,medium,low
5425,0.5,0.51,3,169,4,0,0,0,marketing,low,medium
8459,0.83,0.75,3,262,3,0,0,0,IT,medium,medium
4682,0.87,0.49,4,149,2,0,0,0,sales,low,low
6261,0.94,0.84,4,220,3,0,0,0,support,low,low
11852,0.53,0.51,4,240,2,0,0,0,marketing,low,low
4962,0.89,0.55,4,196,2,0,0,0,accounting,medium,low
7379,0.98,0.67,4,189,4,0,0,0,support,high,low
3551,0.66,0.68,3,258,3,0,0,0,technical,low,low
14535,0.37,0.45,2,131,3,0,1,0,sales,low,low
12471,0.44,0.53,2,149,3,0,1,0,sales,low,low
4680,0.55,0.49,5,195,3,0,0,0,sales,low,low
12281,0.27,0.56,3,301,3,0,1,0,support,low,low
6306,1.0,0.81,3,168,4,0,0,0,support,low,low
13678,0.55,0.67,3,150,2,0,0,1,sales,low,medium
5975,0.7,0.86,3,141,2,1,0,0,sales,medium,low
2649,0.76,0.56,3,255,3,0,0,0,support,medium,low
14656,0.09,0.94,6,283,5,0,1,0,IT,low,low
12837,0.16,0.54,5,206,5,0,0,0,sales,medium,medium
368,0.82,0.86,5,243,5,0,1,0,IT,low,low
2708,0.49,0.77,4,218,2,0,0,0,technical,low,low
666,0.46,0.62,6,213,3,0,1,0,support,low,low
13751,0.44,0.41,3,125,7,0,0,0,sales,medium,medium
8514,0.89,0.59,3,247,4,0,0,0,technical,low,medium
9964,0.61,0.74,5,185,2,1,0,0,technical,medium,low
5602,0.68,0.53,3,156,4,0,0,0,accounting,medium,medium
10415,0.9,0.65,4,221,3,0,0,0,technical,low,low
168,0.32,0.5,2,135,5,0,1,0,sales,low,low
7277,0.55,0.68,3,185,2,0,0,0,sales,low,low
2748,0.2,0.74,6,148,4,0,0,0,marketing,low,medium
4273,0.56,0.81,5,274,4,0,0,0,RandD,medium,medium
1661,0.36,0.56,2,140,3,0,1,0,technical,medium,low
8259,0.94,0.78,3,218,2,1,0,0,sales,medium,low
3490,0.71,0.96,4,161,3,0,0,0,support,low,low
8891,0.94,0.76,4,261,6,0,0,0,technical,medium,medium
7111,0.71,0.95,6,204,3,1,0,0,sales,medium,low
6790,0.83,0.71,4,196,2,0,0,0,RandD,medium,medium
3171,0.38,0.74,3,159,4,0,0,0,technical,medium,medium
5738,0.54,0.68,3,158,3,0,0,0,sales,low,low
7374,0.51,0.86,4,223,3,1,0,0,support,medium,low
279,0.82,0.81,4,233,4,1,1,0,support,low,low
8823,0.75,0.73,5,181,3,1,0,0,technical,low,low
5872,0.85,0.74,5,170,4,0,0,0,IT,low,medium
9889,0.59,0.76,3,264,3,0,0,0,technical,medium,low
8704,0.49,0.99,6,230,4,0,0,0,accounting,low,medium
4557,0.52,0.77,3,142,2,0,0,1,support,low,medium
9689,0.69,0.91,6,247,6,0,0,0,RandD,medium,medium
3049,0.83,0.79,4,143,3,0,0,0,RandD,low,medium
6155,0.46,0.75,6,276,6,0,0,0,support,low,medium
63,0.36,0.56,2,132,3,0,1,0,IT,medium,low
8994,0.58,0.79,4,130,3,0,0,0,IT,medium,low
10866,0.26,0.69,5,213,2,0,0,0,accounting,high,low
2143,0.88,0.68,5,157,4,1,0,0,marketing,medium,medium
13458,0.4,0.89,2,165,3,0,0,0,IT,medium,low
1391,0.72,1.0,4,169,3,0,1,0,sales,medium,low
12470,0.1,0.85,6,260,4,0,1,0,sales,low,low
3298,0.5,0.82,3,213,3,0,0,0,sales,high,low
4415,0.65,0.55,5,215,2,0,0,0,IT,low,low
14347,0.1,0.84,6,283,4,1,1,0,technical,low,low
12658,0.38,0.53,2,146,3,0,1,0,support,low,low
7352,0.91,1.0,4,125,4,0,0,0,sales,medium,low
11877,0.33,0.41,2,198,4,0,0,0,technical,medium,medium
13248,0.72,0.85,5,237,4,0,0,0,accounting,low,medium
13373,0.78,0.89,4,137,3,0,0,0,IT,medium,low
13792,0.57,0.93,2,204,10,0,0,0,accounting,low,medium
9564,0.75,0.75,5,133,2,0,0,0,sales,low,low
13877,0.98,0.99,4,261,10,1,0,0,sales,low,medium
3518,0.15,0.76,5,277,4,0,0,0,marketing,low,medium
13041,0.59,0.39,5,200,4,0,0,0,product_mng,medium,medium
14267,0.11,0.94,7,255,4,0,1,0,support,low,low
2527,0.61,0.63,5,230,3,0,0,0,sales,medium,low
9732,0.92,0.88,4,111,4,0,0,0,technical,medium,low
7024,0.57,0.97,5,126,5,0,0,0,sales,medium,medium
1461,0.42,0.53,2,142,3,0,1,0,sales,low,low
1372,0.88,0.88,4,265,5,0,1,0,RandD,low,low
2528,0.24,0.6,4,195,5,0,0,0,sales,medium,medium
6470,0.14,0.72,6,100,5,0,0,0,management,low,high
10719,0.9,0.57,4,185,3,1,0,0,technical,medium,low
10566,0.72,0.71,3,133,2,0,0,0,hr,low,medium
601,0.84,0.94,5,222,6,0,1,0,product_mng,low,low
408,0.91,0.92,4,246,5,0,1,0,sales,low,low
5082,0.49,0.69,2,128,2,0,0,0,support,medium,low
1545,0.1,0.78,6,310,4,0,1,0,sales,medium,low
4735,0.24,0.65,6,275,5,1,0,1,support,medium,medium
7240,0.2,0.76,5,188,3,0,0,0,IT,low,low
5888,0.74,0.51,5,258,2,0,0,0,sales,low,low
12769,0.42,0.46,2,141,3,0,1,0,marketing,medium,low
1068,0.74,1.0,5,223,5,0,1,0,accounting,low,low
13703,0.77,0.49,2,286,7,0,0,0,marketing,low,medium
8718,0.91,0.61,4,176,3,0,0,0,sales,low,low
5443,0.62,0.74,4,173,2,0,0,0,sales,medium,low
9323,1.0,0.89,3,189,3,0,0,0,sales,low,low
12516,0.1,0.89,6,247,4,0,1,0,technical,low,low
11127,0.71,0.76,4,148,8,0,0,0,accounting,medium,medium
7403,0.44,0.63,3,162,2,0,0,0,RandD,low,low
13829,0.49,0.94,4,175,3,0,0,0,sales,medium,low
10322,0.88,0.75,4,201,2,0,0,0,sales,medium,low
2249,0.9,0.48,4,204,3,0,0,0,technical,medium,low
9806,0.66,0.51,3,192,3,0,0,0,technical,low,low
3002,0.43,0.63,3,156,3,0,0,0,sales,medium,low
4236,0.93,0.87,5,154,2,0,0,0,technical,medium,low
14548,0.44,0.51,2,140,3,0,1,0,hr,medium,low
14655,0.39,0.54,2,127,3,0,1,0,IT,low,low
10267,0.93,0.5,2,135,3,0,0,0,technical,high,low
2948,0.83,0.93,4,261,2,0,0,0,support,medium,low
5416,0.18,0.93,3,245,4,1,0,0,RandD,low,medium
3948,0.76,0.44,4,192,4,1,0,0,technical,low,medium
10583,0.91,0.88,3,189,2,0,0,0,support,medium,low
14653,0.77,1.0,5,229,5,0,1,0,management,low,low
10162,0.67,0.76,2,210,2,0,0,0,sales,medium,low
10680,0.92,0.76,5,132,3,1,0,0,RandD,low,medium
242,0.38,0.53,2,156,3,0,1,0,sales,low,low
1536,0.09,0.84,7,260,4,0,1,0,sales,low,low
5530,0.7,0.54,3,198,3,1,0,1,hr,low,medium
12379,0.77,0.93,4,231,5,0,1,0,hr,medium,low
12911,0.52,0.96,4,171,2,0,0,0,sales,medium,low
2420,0.15,0.51,6,248,5,0,0,0,support,low,medium
6426,0.86,0.56,5,141,2,0,0,0,sales,medium,low
1388,0.14,0.7,5,236,3,0,1,0,sales,medium,low
308,0.41,0.48,2,145,3,0,1,0,accounting,medium,low
2725,0.68,0.6,2,192,6,0,0,0,support,low,medium
4879,0.43,0.62,2,180,3,0,0,0,RandD,low,medium
10071,0.78,0.96,3,217,3,0,0,0,marketing,high,medium
14198,0.19,0.79,4,229,4,0,0,0,product_mng,medium,low
771,0.1,0.86,6,309,4,0,1,0,sales,medium,low
6433,0.7,0.57,3,180,2,0,0,0,sales,medium,low
14169,0.16,0.63,5,266,7,0,0,0,IT,low,medium
2779,0.51,0.81,3,143,2,0,0,0,hr,low,medium
6979,0.92,0.81,4,206,2,0,0,0,hr,medium,medium
944,0.11,0.85,7,272,4,0,1,0,accounting,low,low
3179,0.59,0.91,4,142,3,1,0,0,support,medium,low
7349,0.71,0.7,4,213,3,0,0,0,sales,low,low
1482,0.09,0.77,6,310,4,0,1,0,hr,low,low
2075,0.41,0.47,4,104,3,0,0,0,sales,low,low
2152,0.74,0.92,5,193,3,0,0,0,sales,low,low
2489,0.76,0.5,3,156,3,1,0,0,support,medium,low
3574,0.27,0.82,4,276,2,0,0,0,IT,medium,low
6547,0.15,0.78,5,255,3,0,0,0,IT,high,low
13372,0.69,0.82,4,252,3,1,0,0,IT,medium,low
4862,0.73,0.79,4,157,3,0,0,0,support,medium,low
11789,0.72,0.99,4,239,3,0,0,0,marketing,medium,medium
9775,0.94,0.87,4,157,3,0,0,0,technical,medium,low
9719,0.66,0.96,3,175,2,0,0,0,sales,low,low
2574,0.26,0.67,2,242,6,0,0,0,technical,low,medium
1906,0.2,0.5,5,135,6,0,1,0,RandD,low,low
4243,0.74,0.64,4,147,5,0,0,0,technical,medium,medium
7078,0.83,0.79,4,270,3,1,0,0,support,medium,low
13333,1.0,0.77,5,269,3,0,0,0,sales,low,low
4366,0.39,0.64,3,152,2,0,0,0,sales,low,low
12852,0.93,0.59,3,202,2,0,0,0,hr,high,medium
13122,0.81,0.62,4,153,4,0,0,0,RandD,low,medium
2589,0.82,0.59,5,201,3,0,0,0,RandD,low,medium
9664,0.9,0.68,4,204,4,1,0,0,support,low,low
13103,0.64,0.91,3,165,3,1,0,0,support,low,low
997,0.86,0.94,5,224,5,0,1,0,marketing,medium,low
133,0.44,0.51,2,138,3,0,1,0,support,low,low
14503,0.41,0.49,2,146,3,0,1,0,IT,low,low
3336,0.8,0.41,6,185,4,0,0,0,support,medium,low
2053,0.41,0.68,3,165,3,1,0,0,product_mng,medium,low
8784,0.78,0.6,2,206,2,0,0,0,marketing,low,low
10273,1.0,0.75,3,237,3,0,0,0,technical,high,low
12509,0.37,0.57,2,155,3,0,1,0,support,low,low
5272,0.8,0.76,3,270,2,1,0,0,marketing,low,low
1134,0.46,0.51,2,155,3,0,1,0,product_mng,low,low
12037,0.45,0.5,2,126,3,0,1,0,technical,low,low
9259,0.81,0.75,4,243,2,0,0,0,sales,low,low
3181,0.65,0.7,4,157,4,0,0,0,support,medium,low
4419,0.83,0.53,3,232,3,1,0,0,product_mng,low,low
4106,0.84,0.85,4,185,3,1,0,0,IT,medium,low
6158,0.6,0.79,5,154,2,0,0,0,support,low,low
8491,0.15,0.66,5,160,4,1,0,0,sales,medium,low
12419,0.82,0.85,4,223,5,0,1,0,technical,medium,low
1757,0.36,0.51,2,144,3,0,1,0,sales,low,low
490,0.53,0.56,4,281,6,0,1,0,hr,medium,low
11715,0.23,0.7,3,123,5,0,0,0,sales,medium,medium
9192,0.4,0.42,3,146,2,1,0,0,hr,medium,medium
10093,0.8,0.87,5,251,3,0,0,0,sales,medium,low
7402,0.82,0.58,5,227,3,0,0,0,RandD,low,medium
156,0.83,1.0,5,240,5,0,1,0,support,low,low
10217,0.54,0.59,4,202,3,0,0,0,IT,low,low
2006,0.54,0.37,2,176,2,0,0,0,sales,low,low
11731,0.77,0.82,4,134,3,0,0,1,sales,low,medium
907,0.09,0.86,6,291,4,0,1,0,product_mng,low,low
10106,0.64,0.74,4,157,4,0,0,0,accounting,low,medium
10858,0.53,0.77,4,259,2,1,0,1,sales,medium,medium
7930,0.81,0.51,3,162,2,0,0,0,IT,medium,low
10037,0.43,0.84,2,285,5,0,0,0,technical,low,medium
1769,0.4,0.47,2,144,3,1,1,0,sales,low,low
6248,0.89,0.56,4,159,3,0,0,0,product_mng,medium,low
6752,0.83,0.86,3,273,3,0,0,0,technical,medium,low
5937,0.68,0.5,3,139,3,0,0,0,technical,medium,low
12408,0.91,0.92,4,246,5,0,1,0,sales,low,low
6462,0.84,0.99,4,219,2,0,0,0,support,low,low
8783,0.66,0.93,4,248,3,0,0,0,management,high,high
7483,0.98,0.89,3,150,3,0,0,0,support,high,low
9033,0.77,0.66,3,147,2,0,0,0,sales,medium,low
2448,0.25,0.69,3,187,4,0,0,0,marketing,medium,medium
11044,0.93,0.99,3,169,3,0,0,0,technical,low,low
4597,0.9,0.68,3,156,3,1,0,0,sales,high,low
11425,0.8,0.53,3,217,3,0,0,0,management,high,high
6278,0.69,0.68,3,138,3,0,0,0,sales,low,low
3280,0.84,0.51,4,259,3,0,0,0,RandD,medium,medium
14372,0.9,0.98,5,243,6,0,1,0,marketing,low,low
10012,0.86,0.93,3,199,3,1,0,0,sales,medium,low
14909,0.09,0.93,6,279,4,0,1,0,technical,low,low
11906,0.69,0.54,3,164,7,0,0,0,sales,medium,medium
13728,0.49,0.54,4,215,4,0,0,0,IT,medium,medium
10223,0.97,0.96,4,250,6,0,0,0,RandD,medium,medium
3170,0.84,0.37,5,186,2,0,0,0,technical,medium,low
10260,0.91,0.58,3,172,3,0,0,0,hr,low,medium
12572,0.75,0.97,5,243,6,0,1,0,technical,medium,low
2375,0.72,0.51,3,160,3,0,0,0,sales,medium,low
10337,0.9,0.66,3,256,4,0,0,0,hr,low,medium
1585,0.73,0.93,5,229,5,0,1,0,technical,medium,low
8923,0.83,0.56,3,186,3,0,0,0,product_mng,medium,low
5771,0.53,0.6,5,247,3,0,0,0,technical,low,low
11274,0.48,0.84,4,186,7,0,0,1,management,medium,high
8665,0.63,0.74,5,227,2,0,0,0,technical,low,low
2211,0.5,0.7,4,201,4,0,0,0,RandD,medium,medium
13889,0.27,0.42,6,173,7,0,0,0,sales,medium,medium
14171,0.82,0.67,3,198,3,1,0,0,product_mng,low,low
5910,0.37,0.37,3,168,3,0,0,0,hr,low,medium
9927,0.73,0.68,3,132,2,0,0,0,support,medium,low
7600,0.73,0.99,4,152,4,0,0,0,technical,medium,low
622,0.1,0.55,2,247,4,0,1,0,sales,medium,low
12396,0.46,0.57,2,139,3,0,1,0,sales,low,low
7813,0.69,0.75,5,201,3,0,0,0,accounting,low,medium
12074,0.11,0.97,6,277,4,0,1,0,product_mng,medium,low
11690,0.83,0.48,4,220,3,1,0,0,support,low,low
8686,0.6,0.6,4,197,3,0,0,0,management,medium,high
9458,0.51,0.89,3,230,4,0,0,0,marketing,low,medium
14830,0.43,0.51,2,141,3,0,1,0,sales,low,low
4190,0.76,0.53,6,281,3,0,0,0,product_mng,medium,low
8349,0.75,0.55,2,188,3,0,0,0,accounting,high,medium
7864,0.8,0.54,3,222,4,0,0,0,technical,low,medium
208,0.44,0.5,2,128,3,0,1,0,support,low,low
10362,0.44,0.63,3,193,3,0,0,0,technical,high,low
6413,0.7,0.6,3,224,3,0,0,0,support,medium,low
2351,0.81,0.85,3,263,3,1,0,0,IT,low,low
13480,0.7,0.56,4,214,3,0,0,1,management,medium,high
13801,0.82,0.65,5,178,7,1,0,0,sales,medium,medium
8102,0.71,0.93,2,199,2,0,0,0,sales,low,low
10135,1.0,0.56,5,247,3,0,0,0,technical,low,low
4086,0.16,0.84,3,238,6,0,0,0,technical,medium,medium
2754,0.53,0.81,3,253,3,0,0,0,marketing,medium,medium
11267,0.7,0.62,3,110,3,0,0,0,product_mng,low,low
11500,0.49,0.36,2,192,3,0,0,0,sales,low,low
1539,0.83,0.92,4,235,5,0,1,0,sales,low,low
4209,0.96,0.5,3,158,2,1,0,0,sales,medium,low
9901,0.92,0.82,5,252,3,0,0,0,support,medium,low
10288,0.88,0.59,4,227,3,0,0,0,management,medium,high
2179,0.89,0.47,4,108,3,0,0,0,technical,low,low
5855,0.99,0.68,3,181,3,1,0,0,support,medium,low
12429,0.41,0.52,2,127,3,1,1,0,support,low,low
1415,0.2,0.9,6,138,3,0,1,0,technical,low,low
539,0.11,0.94,7,244,4,0,1,0,management,medium,low
2362,0.95,0.64,5,234,3,0,0,0,RandD,medium,medium
12515,0.88,1.0,5,219,6,1,1,0,technical,low,low
6899,0.86,1.0,3,166,3,1,0,0,accounting,medium,low
14263,0.38,0.55,2,134,3,0,1,0,support,low,low
2532,0.75,0.87,4,193,3,0,0,0,sales,medium,low
12907,0.82,0.67,3,229,3,0,0,0,sales,medium,low
7784,0.64,0.85,3,250,3,0,0,0,marketing,low,medium
10214,0.23,0.51,5,139,6,0,0,0,IT,low,medium
4315,0.59,0.93,4,146,3,0,0,0,technical,medium,low
4323,0.13,0.76,5,217,3,0,0,0,support,low,low
132,0.9,1.0,5,221,5,0,1,0,support,low,low
516,0.1,0.89,6,247,4,0,1,0,technical,low,low
7238,0.18,0.55,5,217,4,0,0,0,IT,low,medium
2045,0.52,0.59,2,176,3,1,0,0,IT,low,low
14530,0.4,0.46,2,130,3,0,1,0,sales,low,low
9612,0.97,0.74,3,134,3,1,0,0,marketing,high,low
2187,0.42,0.54,3,122,4,0,0,0,support,low,low
5201,0.36,0.73,3,187,3,0,0,0,sales,medium,low
14302,0.89,1.0,5,246,5,0,1,0,sales,low,low
14027,0.8,0.6,5,217,3,0,0,0,management,high,high
955,0.1,0.91,6,262,5,1,1,0,technical,low,low
10336,0.85,0.69,5,273,3,1,0,0,hr,low,medium
12124,0.46,0.49,2,138,3,0,1,0,support,low,low
13600,0.16,0.42,3,182,3,1,0,0,product_mng,low,low
5538,0.99,0.57,3,221,3,0,0,0,technical,low,low
10161,0.86,0.9,3,158,2,0,0,0,sales,medium,low
265,0.84,0.93,4,251,5,0,1,0,technical,medium,low
1621,0.91,0.95,5,241,5,0,1,0,sales,medium,low
9244,0.15,0.69,6,213,6,0,0,0,sales,low,medium
10426,0.69,0.8,3,212,4,0,0,0,support,low,low
2102,0.15,0.53,6,222,3,0,0,0,technical,medium,low
780,0.44,0.65,3,271,4,0,1,0,sales,low,low
8179,0.9,0.91,5,176,3,0,0,0,sales,medium,low
76,0.1,0.83,6,295,4,0,1,0,product_mng,medium,low
6586,0.15,0.74,6,178,3,0,0,0,sales,low,low
2198,0.55,0.99,4,248,3,0,0,0,IT,low,low
10348,0.84,0.79,2,150,3,0,0,0,technical,low,low
4072,0.96,0.49,4,252,3,1,0,0,sales,medium,low
176,0.41,0.48,2,148,3,0,1,0,sales,low,low
3526,0.93,0.84,3,237,4,1,0,0,sales,low,low
3638,0.52,0.8,5,257,3,0,0,0,support,medium,low
5220,0.53,0.5,4,185,3,0,0,0,hr,low,medium
6747,0.8,0.95,3,247,3,0,0,0,hr,medium,medium
932,0.42,0.52,2,151,3,0,1,0,sales,medium,low
9338,0.71,0.89,3,222,3,0,0,0,accounting,low,medium
12380,0.44,0.45,2,156,3,0,1,0,hr,medium,low
1893,0.1,0.83,7,302,5,0,1,0,IT,medium,low
10289,0.9,0.55,3,195,3,0,0,0,IT,medium,low
11116,0.6,0.79,4,262,3,0,0,0,sales,low,low
353,0.43,0.57,2,135,3,0,1,0,support,low,low
2820,0.92,0.54,5,141,2,0,0,0,RandD,low,low
7278,0.5,0.64,5,195,2,0,0,0,sales,low,low
2297,0.98,0.74,3,164,3,0,0,0,sales,medium,low
3785,0.79,0.97,5,187,3,0,0,0,support,low,low
376,0.56,0.71,4,296,2,0,1,0,IT,medium,low
6989,0.68,0.55,3,182,3,1,0,0,technical,medium,low
8370,0.23,0.75,6,220,3,0,0,0,support,medium,low
5759,0.55,0.83,5,220,3,0,0,0,hr,low,medium
12338,0.39,0.5,2,142,3,0,1,0,hr,medium,low
8533,0.59,0.93,5,172,2,0,0,0,technical,medium,low
11979,0.52,0.55,5,174,3,1,0,0,sales,medium,low
8329,0.87,0.58,4,259,3,0,0,0,marketing,low,medium
1054,0.09,0.84,6,258,4,0,1,0,IT,low,low
1602,0.43,0.53,2,157,3,0,1,0,RandD,low,low
11443,0.58,0.8,4,113,3,0,0,0,IT,medium,low
9505,0.25,0.87,3,265,4,0,0,0,technical,low,medium
3472,0.79,0.48,4,178,2,0,0,0,technical,low,low
10553,0.97,0.7,3,253,3,0,0,0,sales,medium,low
4833,0.22,0.88,5,154,5,0,0,0,sales,low,medium
5050,0.74,0.8,4,241,2,0,0,0,sales,medium,low
8213,0.91,0.82,4,260,4,0,0,0,support,low,low
7315,0.81,0.53,3,258,2,0,0,0,IT,low,low
7773,0.36,0.62,4,111,6,0,0,0,IT,low,medium
656,0.79,0.86,5,235,5,0,1,0,support,medium,low
8090,0.59,0.55,3,183,4,0,0,0,marketing,low,medium
5103,0.82,0.88,4,171,2,0,0,0,product_mng,low,low
2981,0.93,0.48,3,147,3,0,0,0,support,low,low
3888,0.98,0.66,3,199,3,0,0,0,RandD,medium,medium
347,0.11,0.8,6,282,4,0,1,0,technical,medium,low
7595,0.81,0.5,4,231,3,1,0,0,technical,low,low
4493,0.68,0.52,5,203,3,0,0,0,IT,low,medium
11383,0.86,0.89,4,153,4,0,0,0,sales,low,low
8373,0.7,0.83,4,182,3,0,0,0,support,medium,low
4765,0.98,0.91,4,273,2,0,0,0,hr,low,medium
2667,0.53,0.87,3,151,2,0,0,0,RandD,low,low
7456,0.99,0.86,3,166,2,0,0,0,support,low,low
2718,0.56,0.75,5,143,5,0,0,0,support,medium,medium
407,0.09,0.94,6,257,4,0,1,0,sales,low,low
8065,0.66,0.36,3,256,6,0,0,0,support,medium,medium
5641,0.38,0.92,5,238,2,0,0,0,product_mng,low,low
7463,0.5,0.78,4,208,3,1,0,0,technical,medium,low
13866,0.56,0.71,5,244,3,0,0,0,product_mng,low,low
7824,0.66,0.62,2,159,3,1,0,0,technical,medium,low
13983,0.84,0.5,4,178,2,0,0,0,sales,low,low
114,0.84,1.0,5,234,5,0,1,0,technical,medium,low
7573,0.94,0.74,4,224,5,0,0,0,sales,low,medium
8342,0.93,0.62,3,184,3,0,0,0,sales,medium,low
6834,0.97,0.63,3,270,4,1,0,0,technical,high,medium
11325,0.53,0.37,3,180,3,0,0,0,support,medium,low
13780,0.59,0.47,3,159,4,0,0,0,product_mng,low,low
770,0.1,0.83,6,300,4,0,1,0,marketing,medium,low
11634,0.77,0.73,3,201,10,0,0,0,management,high,high
6397,0.81,0.75,4,206,3,0,0,0,IT,medium,low
104,0.43,0.52,2,158,3,0,1,0,sales,medium,low
11639,0.7,0.84,3,260,4,1,0,0,support,medium,low
10136,0.94,0.58,4,216,3,0,0,0,management,low,high
8899,0.66,0.67,3,199,2,0,0,0,technical,low,low
7022,0.85,0.99,3,201,3,0,0,0,RandD,medium,medium
6891,0.49,0.58,5,246,3,1,0,0,sales,medium,low
12417,0.11,0.9,6,264,4,0,1,0,technical,medium,low
10568,0.91,0.4,6,153,3,0,0,0,technical,low,low
14803,0.1,0.8,6,264,4,0,1,0,technical,low,low
3514,0.52,0.82,3,192,3,0,0,0,technical,low,low
11037,0.72,0.85,5,237,4,0,0,0,accounting,low,medium
14330,0.4,0.46,2,132,3,0,1,0,technical,low,low
5895,0.53,0.85,3,236,6,0,0,0,sales,medium,medium
13078,0.8,0.72,4,173,3,0,0,0,accounting,low,medium
5100,0.76,0.44,3,121,4,0,0,0,IT,low,medium
10246,0.64,0.45,3,135,6,0,0,0,sales,low,medium
13272,0.9,0.73,2,203,4,0,0,0,support,medium,low
10652,0.19,0.63,4,278,6,0,0,0,technical,low,medium
6411,0.59,0.75,4,190,2,0,0,0,sales,medium,low
22,0.09,0.95,6,304,4,0,1,0,sales,low,low
14035,0.75,0.79,4,263,3,0,0,1,marketing,medium,medium
9265,0.49,0.57,4,146,4,0,0,0,hr,medium,medium
4034,0.26,0.81,5,139,4,0,0,0,product_mng,medium,low
2244,0.72,0.56,4,176,2,0,0,0,hr,medium,medium
